RunID,Power,TurnNum,Phase,InteractionType,CharLength,TokenCount,PromptSnippet
run_20250418_144816,GERMANY,115,F1913R,ORDER_SUBMISSION,8645,2373,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,116,S1914M,NEGOTIATION_ROUND_1,8044,2209,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,117,S1914M,NEGOTIATION_ROUND_2,9601,2578,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,118,S1914M,ORDER_SUBMISSION,8871,2444,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,119,S1914R,NEGOTIATION_ROUND_1,8193,2262,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,120,S1914R,NEGOTIATION_ROUND_2,9699,2608,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,121,S1914R,ORDER_SUBMISSION,9360,2541,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,122,F1914M,NEGOTIATION_ROUND_1,8557,2350,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,123,F1914M,NEGOTIATION_ROUND_2,9812,2648,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,124,F1914M,ORDER_SUBMISSION,9178,2526,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,125,S1915M,NEGOTIATION_ROUND_1,8548,2342,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,126,S1915M,NEGOTIATION_ROUND_2,9937,2658,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,127,S1915M,ORDER_SUBMISSION,8851,2452,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,128,S1915R,NEGOTIATION_ROUND_1,8390,2313,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,129,S1915R,NEGOTIATION_ROUND_2,9635,2600,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,130,S1915R,ORDER_SUBMISSION,9284,2540,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,131,F1915M,NEGOTIATION_ROUND_1,8362,2309,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,132,F1915M,NEGOTIATION_ROUND_2,9897,2676,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,133,F1915M,ORDER_SUBMISSION,9506,2618,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,134,F1915R,NEGOTIATION_ROUND_1,8699,2402,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,135,F1915R,NEGOTIATION_ROUND_2,9899,2664,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,136,F1915R,ORDER_SUBMISSION,9447,2615,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,137,S1916M,NEGOTIATION_ROUND_1,8819,2425,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,138,S1916M,NEGOTIATION_ROUND_2,10350,2775,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,139,S1916M,ORDER_SUBMISSION,9819,2689,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,140,F1916M,NEGOTIATION_ROUND_1,8925,2445,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,141,F1916M,NEGOTIATION_ROUND_2,10426,2769,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,142,F1916M,ORDER_SUBMISSION,9711,2672,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,143,S1917M,NEGOTIATION_ROUND_1,8815,2436,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,144,S1917M,NEGOTIATION_ROUND_2,10666,2875,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,145,S1917M,ORDER_SUBMISSION,9919,2751,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, F SWE, A..."
run_20250418_144816,GERMANY,146,S1917R,NEGOTIATION_ROUND_1,9168,2530,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,147,S1917R,NEGOTIATION_ROUND_2,10924,2953,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,148,S1917R,ORDER_SUBMISSION,11272,3055,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,149,F1917M,NEGOTIATION_ROUND_1,10331,2806,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,150,F1917M,NEGOTIATION_ROUND_2,11499,3074,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,151,F1917M,ORDER_SUBMISSION,11681,3160,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,152,S1918M,NEGOTIATION_ROUND_1,10994,2971,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,153,S1918M,NEGOTIATION_ROUND_2,11986,3205,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,154,S1918M,ORDER_SUBMISSION,11677,3151,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,155,S1918R,NEGOTIATION_ROUND_1,10985,2969,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,156,S1918R,NEGOTIATION_ROUND_2,12134,3233,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,157,S1918R,ORDER_SUBMISSION,11351,3090,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,158,F1918M,NEGOTIATION_ROUND_1,10608,2890,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,159,F1918M,NEGOTIATION_ROUND_2,11694,3140,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,160,F1918M,ORDER_SUBMISSION,11381,3097,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,161,W1918A,ORDER_SUBMISSION,10512,2960,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,162,S1919M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,163,S1919M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,164,S1919M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,165,F1919M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,166,F1919M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,167,F1919M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,168,S1920M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,169,S1920M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,170,S1920M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,171,F1920M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,172,F1920M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,173,F1920M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,174,S1921M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,175,S1921M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,176,S1921M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,177,F1921M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,178,F1921M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,179,F1921M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,180,S1922M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,181,S1922M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,182,S1922M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,183,F1922M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,184,F1922M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,185,F1922M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,186,S1923M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,187,S1923M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,188,S1923M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,189,F1923M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,190,F1923M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,191,F1923M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,192,S1924M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,193,S1924M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,194,S1924M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,195,F1924M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,196,F1924M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,197,F1924M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,198,S1925M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,199,S1925M,NEGOTIATION_ROUND_2,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,200,S1925M,ORDER_SUBMISSION,10147,2814,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUR, A HOL, A..."
run_20250418_144816,GERMANY,201,F1925M,NEGOTIATION_ROUND_1,10738,2904,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,1,S1901M,NEGOTIATION_ROUND_1,2813,827,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,2,S1901M,NEGOTIATION_ROUND_2,3798,1054,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,3,S1901M,ORDER_SUBMISSION,4511,1249,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, A VIE, F..."
run_20250418_144816,AUSTRIA,4,F1901M,NEGOTIATION_ROUND_1,4227,1158,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,5,F1901M,NEGOTIATION_ROUND_2,5077,1342,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,6,F1901M,ORDER_SUBMISSION,4809,1331,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, F..."
run_20250418_144816,AUSTRIA,7,W1901A,ORDER_SUBMISSION,4431,1325,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, F..."
run_20250418_144816,AUSTRIA,8,S1902M,NEGOTIATION_ROUND_1,4788,1340,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,9,S1902M,NEGOTIATION_ROUND_2,5569,1510,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,10,S1902M,ORDER_SUBMISSION,5128,1440,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, F..."
run_20250418_144816,AUSTRIA,11,F1902M,NEGOTIATION_ROUND_1,4854,1343,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,12,F1902M,NEGOTIATION_ROUND_2,5979,1604,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,13,F1902M,ORDER_SUBMISSION,5335,1516,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, A..."
run_20250418_144816,AUSTRIA,14,F1902R,NEGOTIATION_ROUND_1,5421,1484,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,15,F1902R,NEGOTIATION_ROUND_2,6501,1717,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,16,F1902R,ORDER_SUBMISSION,5692,1590,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, A..."
run_20250418_144816,AUSTRIA,17,W1902A,ORDER_SUBMISSION,5040,1498,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, A..."
run_20250418_144816,AUSTRIA,18,S1903M,NEGOTIATION_ROUND_1,5175,1434,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,19,S1903M,NEGOTIATION_ROUND_2,6277,1687,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,20,S1903M,ORDER_SUBMISSION,6347,1755,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, F..."
run_20250418_144816,AUSTRIA,21,S1903R,NEGOTIATION_ROUND_1,6103,1664,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,22,S1903R,NEGOTIATION_ROUND_2,7203,1914,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,23,S1903R,ORDER_SUBMISSION,7619,2057,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, F..."
run_20250418_144816,AUSTRIA,24,F1903M,NEGOTIATION_ROUND_1,6941,1889,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,25,F1903M,NEGOTIATION_ROUND_2,7999,2142,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,26,F1903M,ORDER_SUBMISSION,8013,2183,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, F..."
run_20250418_144816,AUSTRIA,27,F1903R,NEGOTIATION_ROUND_1,7272,1978,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,28,F1903R,NEGOTIATION_ROUND_2,7951,2123,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,29,F1903R,ORDER_SUBMISSION,8596,2303,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, A BUL, F..."
run_20250418_144816,AUSTRIA,30,S1904M,NEGOTIATION_ROUND_1,8126,2173,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,31,S1904M,NEGOTIATION_ROUND_2,9059,2382,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,32,S1904M,ORDER_SUBMISSION,8915,2403,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, A BUL, F..."
run_20250418_144816,AUSTRIA,33,S1904R,NEGOTIATION_ROUND_1,8205,2215,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,34,S1904R,NEGOTIATION_ROUND_2,9106,2414,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,35,S1904R,ORDER_SUBMISSION,8970,2400,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F SMY, *..."
run_20250418_144816,AUSTRIA,36,F1904M,NEGOTIATION_ROUND_1,8333,2240,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,37,F1904M,NEGOTIATION_ROUND_2,8979,2387,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,38,F1904M,ORDER_SUBMISSION,8767,2371,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F SMY, A..."
run_20250418_144816,AUSTRIA,39,S1905M,NEGOTIATION_ROUND_1,8343,2231,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,40,S1905M,NEGOTIATION_ROUND_2,9216,2443,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,41,S1905M,ORDER_SUBMISSION,9054,2455,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F SMY, A..."
run_20250418_144816,AUSTRIA,42,S1905R,NEGOTIATION_ROUND_1,8511,2269,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,43,S1905R,NEGOTIATION_ROUND_2,9187,2417,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,44,S1905R,ORDER_SUBMISSION,9270,2457,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F CON, A..."
run_20250418_144816,AUSTRIA,45,F1905M,NEGOTIATION_ROUND_1,8631,2290,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,46,F1905M,NEGOTIATION_ROUND_2,9269,2430,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,47,F1905M,ORDER_SUBMISSION,9038,2434,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F CON, A..."
run_20250418_144816,AUSTRIA,48,F1905R,NEGOTIATION_ROUND_1,8588,2281,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,49,F1905R,NEGOTIATION_ROUND_2,9235,2423,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,50,F1905R,ORDER_SUBMISSION,8997,2426,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F CON, A..."
run_20250418_144816,AUSTRIA,51,W1905A,ORDER_SUBMISSION,8335,2321,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F CON, A..."
run_20250418_144816,AUSTRIA,52,S1906M,NEGOTIATION_ROUND_1,8595,2299,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,53,S1906M,NEGOTIATION_ROUND_2,9376,2471,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,54,S1906M,ORDER_SUBMISSION,9264,2465,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, F CON, A..."
run_20250418_144816,AUSTRIA,55,F1906M,NEGOTIATION_ROUND_1,8837,2340,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,56,F1906M,NEGOTIATION_ROUND_2,9746,2538,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,57,F1906M,ORDER_SUBMISSION,9086,2425,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, A BUL, F..."
run_20250418_144816,AUSTRIA,58,W1906A,ORDER_SUBMISSION,8537,2338,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, A BUL, F..."
